"Date","description","Value","Macrobond_Code"
2012-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.550381,"casurv0058"
2012-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.554585,"casurv0058"
2012-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.379023,"casurv0058"
2013-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.515924,"casurv0058"
2013-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.408351,"casurv0058"
2013-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.372486,"casurv0058"
2013-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.451915,"casurv0058"
2013-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.270619,"casurv0058"
2013-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.367758,"casurv0058"
2013-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.397305,"casurv0058"
2013-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.299154,"casurv0058"
2013-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.337838,"casurv0058"
2013-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.507895,"casurv0058"
2013-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.637524,"casurv0058"
2013-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.465628,"casurv0058"
2014-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.547575,"casurv0058"
2014-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.923007,"casurv0058"
2014-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.974976,"casurv0058"
2014-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.865782,"casurv0058"
2014-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.903299,"casurv0058"
2014-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.762564,"casurv0058"
2014-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.740145,"casurv0058"
2014-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.716232,"casurv0058"
2014-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.811587,"casurv0058"
2014-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.785452,"casurv0058"
2014-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.823529,"casurv0058"
2014-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.898383,"casurv0058"
2015-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.814906,"casurv0058"
2015-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.205487,"casurv0058"
2015-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.147474,"casurv0058"
2015-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.235551,"casurv0058"
2015-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.689273,"casurv0058"
2015-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.783622,"casurv0058"
2015-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.823221,"casurv0058"
2015-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.997863,"casurv0058"
2015-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.105834,"casurv0058"
2015-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.126359,"casurv0058"
2015-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.879023,"casurv0058"
2015-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.832173,"casurv0058"
2016-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.125185,"casurv0058"
2016-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.378084,"casurv0058"
2016-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.004587,"casurv0058"
2016-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.463884,"casurv0058"
2016-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.300926,"casurv0058"
2016-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.493478,"casurv0058"
2016-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.712978,"casurv0058"
2016-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.510582,"casurv0058"
2016-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.272388,"casurv0058"
2016-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.420792,"casurv0058"
2016-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.460106,"casurv0058"
2016-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.946069,"casurv0058"
2017-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.947476,"casurv0058"
2017-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.628884,"casurv0058"
2017-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.900433,"casurv0058"
2017-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.672104,"casurv0058"
2017-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.722749,"casurv0058"
2017-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.903959,"casurv0058"
2017-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.956166,"casurv0058"
2017-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.855505,"casurv0058"
2017-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.769789,"casurv0058"
2017-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.031433,"casurv0058"
2017-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.234848,"casurv0058"
2017-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.053951,"casurv0058"
2018-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.369975,"casurv0058"
2018-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.588424,"casurv0058"
2018-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.133763,"casurv0058"
2018-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.2,"casurv0058"
2018-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.245217,"casurv0058"
2018-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.35724,"casurv0058"
2018-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.573225,"casurv0058"
2018-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.369596,"casurv0058"
2018-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.3,"casurv0058"
2018-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.2,"casurv0058"
2018-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.175697,"casurv0058"
2018-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.163897,"casurv0058"
2019-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.040046,"casurv0058"
2019-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.130295,"casurv0058"
2019-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.713077,"casurv0058"
2019-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.987234,"casurv0058"
2019-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.795422,"casurv0058"
2019-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.765337,"casurv0058"
2019-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.805804,"casurv0058"
2019-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.9,"casurv0058"
2019-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.67479,"casurv0058"
2019-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.709677,"casurv0058"
2019-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.546711,"casurv0058"
2019-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.6,"casurv0058"
2020-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.725343,"casurv0058"
2020-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.843709,"casurv0058"
2020-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.773697,"casurv0058"
2020-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.882171,"casurv0058"
2020-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.049065,"casurv0058"
2020-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.830694,"casurv0058"
2020-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.023026,"casurv0058"
2020-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.874724,"casurv0058"
2020-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",1.88363,"casurv0058"
2021-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.149917,"casurv0058"
2021-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.165,"casurv0058"
2021-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",2.5044,"casurv0058"
2021-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",3.107143,"casurv0058"
2021-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",3.256742,"casurv0058"
2021-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",3.520722,"casurv0058"
2021-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",3.404661,"casurv0058"
2021-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",3.754916,"casurv0058"
2021-09-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",3.662145,"casurv0058"
2021-10-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",3.915816,"casurv0058"
2021-11-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",4.278395,"casurv0058"
2021-12-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",4.626351,"casurv0058"
2022-01-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",4.29159,"casurv0058"
2022-02-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",4.543004,"casurv0058"
2022-03-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",4.669004,"casurv0058"
2022-04-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",4.864266,"casurv0058"
2022-05-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",4.9,"casurv0058"
2022-06-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",4.7,"casurv0058"
2022-07-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",4.6,"casurv0058"
2022-08-01,"Canada, Business Surveys, Canadian Federation of Independent Business, CFIB Business Barometer Index, Index Components, Next Year Plans in Average Price Change, Average Price Plans",4.2,"casurv0058"
